input,target,type
Repeat please,dubara bolo na yaar,en_to_hinglish
Drive carefully,sambhal ke chalana bhai,en_to_hinglish
See you tomorrow,kal milte hain na,en_to_hinglish
Speak slowly,dhire bolna bro,en_to_hinglish
All the best,all the best bro,en_to_hinglish
I am a student,main student hoon bro,en_to_hinglish
Trust me,mujh par bharosa karo yaar,en_to_hinglish
I am bored,mujhe bore ho raha hai,en_to_hinglish
How old are you,tum kitne saal ke ho bro,en_to_hinglish
I am coming,main aa raha hoon bro,en_to_hinglish
Take your time,aram se time lo yaar,en_to_hinglish
Congratulations,"congratulations, badh ho",en_to_hinglish
Repeat please,dubara bolo na bhai,en_to_hinglish
This is expensive,yeh mehnga hai bro,en_to_hinglish
I am ready,main ready hoon bro,en_to_hinglish
Let's meet soon,jaldi milte hn,en_to_hinglish
The food is tasty,khana bahut tasty hai yaar,en_to_hinglish
I love you,main tumse pyar karta hoon bhai,en_to_hinglish
Open the door,darwaza kholo na,en_to_hinglish
I am a student,main student hoon na,en_to_hinglish
Let's meet soon,jaldi milte hain na,en_to_hinglish
Let's eat,chalo khana khate hain na,en_to_hinglish
What happened,kya hua bhai,en_to_hinglish
My name is Aryan,mera naam aryan hai na,en_to_hinglish
Try again,dubara try karo bhai,en_to_hinglish
I am 25 years old,main 25 saal ka hoon bhai,en_to_hinglish
Take rest,aaram kar lo na,en_to_hinglish
I don't like it,mujhe yeh pasand nahi na,en_to_hinglish
I believe you,mujhe tum par vishwas hai bhai,en_to_hinglish
Take care,apna khayal rakhna bro,en_to_hinglish
It's possible,yeh possible hai bro,en_to_hinglish
This is difficult,yeh mushkil hai bro,en_to_hinglish
No tension,koi tension nahi na,en_to_hinglish
Speak slowly,dhire bolna na,en_to_hinglish
Hurry up,jaldi karo bhai,en_to_hinglish
I am ready,main ready hoon yaar,en_to_hinglish
Where is my phone,mera phone kahan hai na,en_to_hinglish
It's urgent,yeh urgent hai yaar,en_to_hinglish
Please help me,please mujhe madad karo bhai,en_to_hinglish
Please help me,please mujhe madad karo bro,en_to_hinglish
I am with you,main tumhare saath hoon bhai,en_to_hinglish
I will call you,main tumhe call karunga yaar,en_to_hinglish
See you tomorrow,kal milte hn,en_to_hinglish
Don't give up,haar mat maanna yaar,en_to_hinglish
Where do you live,tum kahan rehte ho bhai,en_to_hinglish
Call me later,baad mein call karna yaar,en_to_hinglish
I love you,main tumse pyar karta hoon yaar,en_to_hinglish
I forgot,main bhool gaya bhai,en_to_hinglish
I am fine,main theek hoon yaar,en_to_hinglish
I need water,mujhe pani chahiye yaar,en_to_hinglish
No tension,koi tension nahi bhai,en_to_hinglish
I am hungry,mujhe bhook lagi hai yaar,en_to_hinglish
I believe you,mujhe tum par vishwas hai bro,en_to_hinglish
Drive carefully,sambhal ke chalana bro,en_to_hinglish
I am full,mera pet bhar gaya na,en_to_hinglish
I am full,mera pet bhar gaya bhai,en_to_hinglish
What do you do,tum kya karte ho na,en_to_hinglish
Be positive,positive raho bro,en_to_hinglish
I will call you,main tumhe call karunga na,en_to_hinglish
It's possible,yeh possible hai bhai,en_to_hinglish
I am sleepy,mujhe neend aa rahi hai na,en_to_hinglish
It's okay,theek hai na,en_to_hinglish
It's raining,baarish ho rahi hai yaar,en_to_hinglish
Good morning,good morning bhai,en_to_hinglish
This is difficult,yeh mushkil hai na,en_to_hinglish
This is expensive,yeh mehnga hai yaar,en_to_hinglish
Good morning,good morning bro,en_to_hinglish
I am busy,main busy hoon bhai,en_to_hinglish
Open the door,darwaza kholo bro,en_to_hinglish
No problem,koi baat nahi bhai,en_to_hinglish
Give me five minutes,mujhe paanch minute do na,en_to_hinglish
The food is tasty,khana bahut tasty hai bro,en_to_hinglish
I am 25 years old,main 25 saal ka hoon bro,en_to_hinglish
It's okay,theek hai yaar,en_to_hinglish
I am tired,main thak gaya hoon yaar,en_to_hinglish
I am proud of you,mujhe tum par naaz hai bro,en_to_hinglish
Wait for me,mera intezar karo na,en_to_hinglish
How are you,tum kaise ho yaar,en_to_hinglish
Send me the details,mujhe details bhej do na,en_to_hinglish
I disagree,main disagree karta hoon na,en_to_hinglish
Feel free,feel free na,en_to_hinglish
It's raining,baarish ho rahi hai na,en_to_hinglish
Yes please,haan please bro,en_to_hinglish
I agree,main agree karta hoon na,en_to_hinglish
I am proud of you,mujhe tum par naaz hai na,en_to_hinglish
Give me five minutes,mujhe paanch minute do bhai,en_to_hinglish
Good night,"good night, so jao yaar",en_to_hinglish
I forgot,main bhool gaya yaar,en_to_hinglish
My name is Aryan,mera naam aryan hai bro,en_to_hinglish
Repeat please,dubara bolo na na,en_to_hinglish
Can you help me,kya tum meri madad kar sakte ho yaar,en_to_hinglish
Try again,dubara try karo bro,en_to_hinglish
Sorry,sorry ya maaf karna na,en_to_hinglish
What do you do,tum kya karte ho yaar,en_to_hinglish
Send me the details,mujhe details bhej do bhai,en_to_hinglish
I miss you,mujhe tumhari yaad aa rahi hai bhai,en_to_hinglish
It's raining,baarish ho rahi hai bro,en_to_hinglish
Send me the details,mujhe details bhej do bro,en_to_hinglish
I am late,main late ho gaya bro,en_to_hinglish
Calm down,shant ho jao yaar,en_to_hinglish
I am late,main late ho gaya bhai,en_to_hinglish
Good night,"good night, so jao na",en_to_hinglish
I am angry,mujhe gussa aa raha hai yaar,en_to_hinglish
Charge your phone,phone charge kar lo bro,en_to_hinglish
Take rest,aaram kar lo bro,en_to_hinglish
It's very cold,bahut thand hai yaar,en_to_hinglish
I am with you,main tumhare saath hoon na,en_to_hinglish
Let's watch a movie,chalo movie dekhte hain bhai,en_to_hinglish
It's cheap,yeh sasta hai yaar,en_to_hinglish
I am a student,main student hoon yaar,en_to_hinglish
Please help me,please mujhe madad karo yaar,en_to_hinglish
Let's meet soon,jaldi milte hain bhai,en_to_hinglish
I will call you,main tumhe call karunga bro,en_to_hinglish
How old are you,tum kitne saal ke ho yaar,en_to_hinglish
I miss you,mujhe tumhari yaad aa rahi hai bro,en_to_hinglish
Come fast,jaldi aao bro,en_to_hinglish
Wait for me,mera intezar karo bhai,en_to_hinglish
Call me later,baad mein call karna na,en_to_hinglish
What do you do,tum kya karte ho bhai,en_to_hinglish
Stay safe,surakshit rehna na,en_to_hinglish
Thank you so much,bahut bahut shukriya yaar,en_to_hinglish
No thanks,nahi thanks bhai,en_to_hinglish
Calm down,shant ho jao bhai,en_to_hinglish
Be positive,positive raho yaar,en_to_hinglish
I have to go,mujhe jaana hai yaar,en_to_hinglish
It's too hot,bahut garmi hai yaar,en_to_hinglish
Let's eat,chalo khana khate hain bro,en_to_hinglish
Where is my phone,mera phone kahan hai yaar,en_to_hinglish
Sorry,sorry ya maaf karna bhai,en_to_hinglish
Let's meet soon,jaldi milte hain yaar,en_to_hinglish
I am at home,main ghar par hoon na,en_to_hinglish
I am coming,main aa raha hoon yaar,en_to_hinglish
Hurry up,jaldi karo na,en_to_hinglish
Let's go,chalo chalte hain bro,en_to_hinglish
It's urgent,yeh urgent hai na,en_to_hinglish
Can you help me,kya tum meri madad kar sakte ho na,en_to_hinglish
It's possible,yeh possible hai na,en_to_hinglish
Let's go,chalo chalte hain bhai,en_to_hinglish
I am tired,main thak gaya hoon bro,en_to_hinglish
Don't lie,jhoot mat bolna bhai,en_to_hinglish
Try again,dubara try karo na,en_to_hinglish
Take care,apna khayal rakhna yaar,en_to_hinglish
It's very cold,bahut thand hai na,en_to_hinglish
No thanks,nahi thanks na,en_to_hinglish
It's urgent,yeh urgent hai bhai,en_to_hinglish
Relax,relax karo yaar,en_to_hinglish
I am late,main late ho gaya yaar,en_to_hinglish
It's urgent,yeh urgent hai bro,en_to_hinglish
What happened,kya hua bro,en_to_hinglish
Turn off the light,light band kar do bro,en_to_hinglish
I am fine,main theek hoon na,en_to_hinglish
Turn off the light,light band kar do yaar,en_to_hinglish
See you tomorrow,kal milte hain bhai,en_to_hinglish
Life is beautiful,zindagi bahut khubsurat hai bro,en_to_hinglish
No tension,koi tension nahi bro,en_to_hinglish
No thanks,nahi thanks yaar,en_to_hinglish
Hurry up,jaldi karo yaar,en_to_hinglish
Life is beautiful,zindagi bahut khubsurat hai na,en_to_hinglish
Turn off the light,light band kar do na,en_to_hinglish
Relax,relax karo bro,en_to_hinglish
Let's eat,chalo khana khate hn,en_to_hinglish
This is difficult,yeh mushkil hai yaar,en_to_hinglish
Where do you live,tum kahan rehte ho bro,en_to_hinglish
No problem,koi baat nahi bro,en_to_hinglish
I am ready,main ready hoon bhai,en_to_hinglish
What are you doing,kya kar rahe ho yaar,en_to_hinglish
I need water,mujhe pani chahiye bro,en_to_hinglish
I am coming,main aa raha hoon na,en_to_hinglish
It's cheap,yeh sasta hai bro,en_to_hinglish
Thank you so much,bahut bahut shukriya bhai,en_to_hinglish
Stay safe,surakshit rehna bhai,en_to_hinglish
It's okay,theek hai bhai,en_to_hinglish
Take rest,aaram kar lo bhai,en_to_hinglish
What are you doing,kya kar rahe ho bhai,en_to_hinglish
Don't worry,chinta mat karo yaar,en_to_hinglish
I don't like it,mujhe yeh pasand nahi bro,en_to_hinglish
The food is tasty,khana bahut tasty hai bhai,en_to_hinglish
Feel free,feel free bro,en_to_hinglish
I am bored,mujhe bore ho raha hai yaar,en_to_hinglish
How are you,tum kaise ho na,en_to_hinglish
I agree,main agree karta hoon yaar,en_to_hinglish
Where do you live,tum kahan rehte ho na,en_to_hinglish
I love you,main tumse pyar karta hoon na,en_to_hinglish
I am at home,main ghar par hoon bhai,en_to_hinglish
Call me later,baad mein call karna bro,en_to_hinglish
I miss you,mujhe tumhari yaad aa rahi hai na,en_to_hinglish
Let's go,chalo chalte hain na,en_to_hinglish
Congratulations,"congratulations, badhai ho bro",en_to_hinglish
Good morning,good morning na,en_to_hinglish
I am hungry,mujhe bhook lagi hai bhai,en_to_hinglish
I am excited,main bahut excited hoon bhai,en_to_hinglish
Don't give up,haar mat maanna bhai,en_to_hinglish
Yes please,haan please yaar,en_to_hinglish
Trust me,mujh par bharosa karo bhai,en_to_hinglish
This is good,yeh accha hai na,en_to_hinglish
I am with you,main tumhare saath hoon bro,en_to_hinglish
Speak slowly,dhire bolna bhai,en_to_hinglish
I don't like it,mujhe yeh pasand nahi bhai,en_to_hinglish
How old are you,tum kitne saal ke ho bhai,en_to_hinglish
I am busy,main busy hoon na,en_to_hinglish
Calm down,shant ho jao na,en_to_hinglish
Good night,"good night, so jao bhai",en_to_hinglish
Please help me,please mujhe madad karo na,en_to_hinglish
Everything will be fine,sab theek ho jayega bro,en_to_hinglish
I am hungry,mujhe bhook lagi hai na,en_to_hinglish
This is good,yeh accha hai yaar,en_to_hinglish
Don't worry,chinta mat karo na,en_to_hinglish
What is your name,tumhara naam kya hai bhai,en_to_hinglish
I believe you,mujhe tum par vishwas hai yaar,en_to_hinglish
What is your name,tumhara naam kya hai bro,en_to_hinglish
No problem,koi baat nahi na,en_to_hinglish
Take your time,aram se time lo bro,en_to_hinglish
I am angry,mujhe gussa aa raha hai bro,en_to_hinglish
I am hungry,mujhe bhook lagi hai bro,en_to_hinglish
Meet me at 5,5 baje milna na,en_to_hinglish
Be positive,positive raho na,en_to_hinglish
Come fast,jaldi aao na,en_to_hinglish
Trust me,mujh par bharosa karo na,en_to_hinglish
I forgot,main bhool gaya bro,en_to_hinglish
Don't lie,jhoot mat bolna na,en_to_hinglish
This is expensive,yeh mehnga hai na,en_to_hinglish
It's very cold,bahut thand hai bro,en_to_hinglish
I am a student,main student hoon bhai,en_to_hinglish
Yes please,haan please bhai,en_to_hinglish
Congratulations,"congratulations, badhai ho yaar",en_to_hinglish
What happened,kya hua yaar,en_to_hinglish
I am fine,main theek hoon bro,en_to_hinglish
I agree,main agree karta hoon bhai,en_to_hinglish
Let's go,chalo chalte hain yaar,en_to_hinglish
Can you help me,kya tum meri madad kar sakte ho bro,en_to_hinglish
Take care,apna khayal rakhna na,en_to_hinglish
I am coming,main aa raha hoon bhai,en_to_hinglish
Sorry,sorry ya maaf karna bro,en_to_hinglish
It's too hot,bahut garmi hai bhai,en_to_hinglish
Where are you,tum kahan ho na,en_to_hinglish
Calm down,shant ho jao bro,en_to_hinglish
Life is beautiful,zindagi bahut khubsurat hai bhai,en_to_hinglish
Give me five minutes,mujhe paanch minute do bro,en_to_hinglish
I am bored,mujhe bore ho raha hai bro,en_to_hinglish
